Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),RxBt(V),Curr(A),Capa(mAh),Ptch(rad),Roll(rad),Yaw(rad),GPS,GSpd(kmh),Hdg(°),Alt(m),VSpd(m/s),FM,Sats,TxBat(V),Rud,Ele,Thr,Ail
2024-09-15,14:23:17.000,-44,-52,97,14,12.46,16.9,56,0.1883,0.0000,1.5708,25.000000 -149.999163,40.8,90,18.7,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:18.000,-45,-52,97,14,12.49,17.5,61,0.1867,0.0000,1.5708,25.000000 -149.999048,41.7,90,21.3,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:19.000,-46,-51,96,14,12.51,18.0,66,0.1850,0.0000,1.5708,25.000000 -149.998931,42.5,90,24.0,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:20.000,-47,-50,96,14,12.52,18.2,71,0.1833,0.0000,1.5708,25.000000 -149.998812,43.3,90,26.7,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:21.000,-48,-49,96,14,12.51,18.1,76,0.1817,0.0000,1.5708,25.000000 -149.998690,44.2,90,29.3,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:22.000,-49,-48,95,14,12.48,17.9,81,0.1800,0.0000,1.5708,25.000000 -149.998566,45.0,90,32.0,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:23.000,-50,-48,95,14,12.44,17.5,86,0.1783,0.0000,1.5708,25.000000 -149.998439,45.8,90,34.7,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:24.000,-51,-48,94,14,12.41,17.1,90,0.1767,0.0000,1.5708,25.000000 -149.998310,46.7,90,37.3,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:25.000,-51,-49,94,14,12.39,16.7,95,0.1750,0.0000,1.5708,25.000000 -149.998179,47.5,90,40.0,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:26.000,-52,-50,93,14,12.41,16.4,100,0.1733,0.0000,1.5708,25.000000 -149.998046,48.3,90,42.7,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:27.000,-52,-52,93,14,12.43,16.4,104,0.1717,0.0000,1.5708,25.000000 -149.997910,49.2,90,45.3,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:28.000,-52,-53,93,14,12.46,16.5,109,0.1700,0.0000,1.5708,25.000000 -149.997773,50.0,90,48.0,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:29.000,-52,-54,92,14,12.47,16.9,113,0.1683,0.0000,1.5708,25.000000 -149.997632,50.8,90,50.7,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:30.000,-51,-56,92,14,12.45,17.5,118,0.1667,0.0000,1.5708,25.000000 -149.997490,51.7,90,53.3,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:31.000,-51,-56,91,14,12.42,18.3,123,0.1650,0.0000,1.5708,25.000000 -149.997345,52.5,90,56.0,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:32.000,-50,-57,91,14,12.38,19.0,129,0.1633,0.0000,1.5708,25.000000 -149.997198,53.3,90,58.7,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:33.000,-50,-56,90,14,12.35,19.7,134,0.1617,0.0000,1.5708,25.000000 -149.997048,54.2,90,61.3,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:34.000,-49,-56,90,14,12.34,20.3,140,0.1600,0.0000,1.5708,25.000000 -149.996897,55.0,90,64.0,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:35.000,-49,-55,89,14,12.35,20.7,146,0.1583,0.0000,1.5708,25.000000 -149.996743,55.8,90,66.7,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:36.000,-49,-54,89,14,12.38,20.8,151,0.1567,0.0000,1.5708,25.000000 -149.996586,56.7,90,69.3,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:37.000,-49,-53,88,14,12.40,20.7,157,0.1550,0.0000,1.5708,25.000000 -149.996428,57.5,90,72.0,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:38.000,-50,-53,87,14,12.41,20.4,163,0.1533,0.0000,1.5708,25.000000 -149.996267,58.3,90,74.7,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:39.000,-51,-53,87,14,12.40,20.0,168,0.1517,0.0000,1.5708,25.000000 -149.996104,59.2,90,77.3,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:40.000,-52,-53,86,14,12.36,19.6,174,0.0500,-0.4500,1.5708,25.000000 -149.995938,60.0,90,80.0,2.67,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:41.000,-53,-54,86,14,12.32,19.0,179,0.0500,-0.4500,1.4923,25.000012 -149.995773,60.0,86,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:42.000,-54,-55,85,14,12.29,18.7,184,0.0500,-0.4500,1.4137,25.000035 -149.995610,60.0,81,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:43.000,-55,-57,85,14,12.28,18.5,189,0.0500,-0.4500,1.3352,25.000070 -149.995449,60.0,77,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:44.000,-56,-58,85,14,12.30,18.6,194,0.0500,-0.4500,1.2566,25.000117 -149.995291,60.0,72,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:45.000,-57,-60,85,14,12.32,18.9,200,0.0500,-0.4500,1.1781,25.000174 -149.995138,60.0,68,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:46.000,-58,-61,85,14,12.35,19.3,205,0.0500,-0.4500,1.0996,25.000242 -149.994991,60.0,63,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:47.000,-58,-61,85,14,12.36,19.9,211,0.0500,-0.4500,1.0210,25.000320 -149.994850,60.0,59,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:48.000,-59,-61,85,14,12.34,20.5,216,0.0500,-0.4500,0.9425,25.000409 -149.994716,60.0,54,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:49.000,-58,-61,85,14,12.31,21.0,222,0.0500,-0.4500,0.8639,25.000506 -149.994590,60.0,50,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:50.000,-58,-60,85,14,12.27,21.4,228,0.0500,-0.4500,0.7854,25.000612 -149.994473,60.0,45,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:51.000,-58,-60,85,14,12.24,21.5,234,0.0500,-0.4500,0.7069,25.000726 -149.994366,60.0,41,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:52.000,-57,-59,85,14,12.23,21.4,240,0.0500,-0.4500,0.6283,25.000848 -149.994268,60.0,36,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:53.000,-56,-58,85,14,12.24,21.1,246,0.0500,-0.4500,0.5498,25.000975 -149.994182,60.0,32,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:54.000,-56,-57,85,14,12.27,20.6,252,0.0500,-0.4500,0.4712,25.001109 -149.994107,60.0,27,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:55.000,-55,-57,85,14,12.29,20.0,257,0.0500,-0.4500,0.3927,25.001248 -149.994043,60.0,23,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:56.000,-55,-58,85,14,12.30,19.4,263,0.0500,-0.4500,0.3142,25.001390 -149.993992,60.0,18,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:57.000,-55,-59,85,14,12.28,18.9,268,0.0500,-0.4500,0.2356,25.001536 -149.993954,60.0,14,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:58.000,-55,-60,85,14,12.25,18.6,273,0.0500,-0.4500,0.1571,25.001684 -149.993928,60.0,9,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:23:59.000,-55,-61,85,14,12.21,18.5,278,0.0500,-0.4500,0.0785,25.001834 -149.993915,60.0,5,80.0,0.00,ANGL,12,7.8,0,0,0,0
2024-09-15,14:24:00.000,-43,-49,100,14,12.18,19.6,284,0.0400,-0.3500,1.5708,25.000000 -150.000000,65.0,90,80.0,0.00,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:01.000,-44,-51,99,14,12.17,20.2,289,0.0478,-0.3500,1.4661,25.000007 -150.000156,66.0,84,81.3,1.25,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:02.000,-45,-51,99,14,12.19,20.9,295,0.0555,-0.3500,1.3614,25.000030 -150.000310,67.0,78,82.5,1.22,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:03.000,-46,-52,98,14,12.21,21.7,301,0.0627,-0.3500,1.2566,25.000066 -150.000460,67.9,72,83.6,1.16,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:04.000,-47,-52,98,14,12.24,22.4,307,0.0694,-0.3500,1.1519,25.000117 -150.000606,68.7,66,84.7,1.07,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:05.000,-48,-51,97,14,12.24,23.0,314,0.0754,-0.3500,1.0472,25.000181 -150.000745,69.3,60,85.7,0.95,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:06.000,-49,-51,97,14,12.23,23.4,320,0.0805,-0.3500,0.9425,25.000258 -150.000876,69.8,54,86.5,0.82,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:07.000,-50,-50,96,14,12.19,23.5,327,0.0846,-0.3500,0.8378,25.000347 -150.000997,70.0,48,87.1,0.66,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:08.000,-50,-49,96,14,12.15,23.3,333,0.0876,-0.3500,0.7330,25.000447 -150.001107,70.0,42,87.6,0.48,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:09.000,-51,-48,95,14,12.12,22.9,339,0.0894,-0.3500,0.6283,25.000556 -150.001205,69.8,36,87.9,0.29,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:10.000,-51,-48,95,14,12.11,22.3,346,0.0900,-0.3500,0.5236,25.000675 -150.001290,69.3,30,88.0,0.10,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:11.000,-50,-48,95,14,12.13,21.6,352,0.0894,-0.3500,0.4189,25.000801 -150.001361,68.7,24,87.9,-0.10,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:12.000,-50,-49,94,14,12.16,20.8,357,0.0876,-0.3500,0.3142,25.000933 -150.001417,67.9,18,87.6,-0.29,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:13.000,-49,-50,94,14,12.18,20.2,363,0.0846,-0.3500,0.2094,25.001069 -150.001457,67.0,12,87.1,-0.48,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:14.000,-48,-51,93,14,12.19,19.8,369,0.0805,-0.3500,0.1047,25.001209 -150.001481,66.0,6,86.5,-0.66,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:15.000,-48,-53,93,14,12.17,19.5,374,0.0754,-0.3500,0.0000,25.001350 -150.001490,65.0,0,85.7,-0.82,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:16.000,-47,-54,93,14,12.14,19.5,379,0.0694,-0.3500,6.1785,25.001491 -150.001481,64.0,354,84.7,-0.95,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:17.000,-47,-55,92,14,12.10,19.7,385,0.0627,-0.3500,6.0737,25.001631 -150.001457,63.0,348,83.6,-1.07,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:18.000,-47,-56,92,14,12.07,20.1,390,0.0555,-0.3500,5.9690,25.001767 -150.001417,62.1,342,82.5,-1.16,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:19.000,-47,-56,92,14,12.06,20.5,396,0.0478,-0.3500,5.8643,25.001899 -150.001361,61.3,336,81.3,-1.22,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:20.000,-47,-56,91,14,12.07,21.0,402,0.0400,-0.3500,5.7596,25.002025 -150.001290,60.7,330,80.0,-1.25,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:21.000,-48,-55,91,14,12.10,21.3,408,0.0322,-0.3500,5.6549,25.002144 -150.001205,60.2,324,78.7,-1.25,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:22.000,-49,-54,91,14,12.13,21.5,414,0.0245,-0.3500,5.5501,25.002253 -150.001107,60.0,318,77.5,-1.22,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:23.000,-50,-53,91,14,12.13,21.5,420,0.0173,-0.3500,5.4454,25.002353 -150.000997,60.0,312,76.4,-1.16,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:24.000,-51,-52,90,14,12.11,21.3,426,0.0106,-0.3500,5.3407,25.002442 -150.000876,60.2,306,75.3,-1.07,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:25.000,-52,-51,90,14,12.08,20.9,432,0.0046,-0.3500,5.2360,25.002519 -150.000745,60.7,300,74.3,-0.95,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:26.000,-53,-51,90,14,12.04,20.5,437,-0.0005,-0.3500,5.1313,25.002583 -150.000606,61.3,294,73.5,-0.82,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:27.000,-53,-51,90,14,12.01,20.1,443,-0.0046,-0.3500,5.0265,25.002634 -150.000460,62.1,288,72.9,-0.66,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:28.000,-54,-52,90,14,12.00,19.7,448,-0.0076,-0.3500,4.9218,25.002671 -150.000310,63.0,282,72.4,-0.48,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:29.000,-54,-52,90,14,12.02,19.5,454,-0.0094,-0.3500,4.8171,25.002693 -150.000156,64.0,276,72.1,-0.29,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:30.000,-54,-54,90,14,12.05,19.5,459,-0.0100,-0.3500,4.7124,25.002700 -150.000000,65.0,270,72.0,-0.10,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:31.000,-53,-55,90,14,12.07,19.8,465,-0.0094,-0.3500,4.6077,25.002693 -149.999844,66.0,264,72.1,0.10,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:32.000,-53,-56,90,14,12.07,20.2,470,-0.0076,-0.3500,4.5029,25.002671 -149.999690,67.0,258,72.4,0.29,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:33.000,-52,-57,90,14,12.06,20.9,476,-0.0046,-0.3500,4.3982,25.002634 -149.999540,67.9,252,72.9,0.48,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:34.000,-51,-57,90,14,12.02,21.6,482,-0.0005,-0.3500,4.2935,25.002583 -149.999394,68.7,246,73.5,0.66,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:35.000,-50,-57,90,14,11.98,22.3,488,0.0046,-0.3500,4.1888,25.002519 -149.999255,69.3,240,74.3,0.82,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:36.000,-49,-56,90,14,11.95,22.9,495,0.0106,-0.3500,4.0841,25.002442 -149.999124,69.8,234,75.3,0.95,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:37.000,-48,-55,91,14,11.95,23.3,501,0.0173,-0.3500,3.9794,25.002353 -149.999003,70.0,228,76.4,1.07,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:38.000,-48,-54,91,14,11.96,23.5,508,0.0245,-0.3500,3.8746,25.002253 -149.998893,70.0,222,77.5,1.16,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:39.000,-47,-52,91,14,11.99,23.4,514,0.0322,-0.3500,3.7699,25.002144 -149.998795,69.8,216,78.7,1.22,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:40.000,-47,-51,91,14,12.01,23.0,520,0.0400,-0.3500,3.6652,25.002025 -149.998710,69.3,210,80.0,1.25,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:41.000,-47,-50,92,14,12.02,22.4,527,0.0478,-0.3500,3.5605,25.001899 -149.998639,68.7,204,81.3,1.25,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:42.000,-48,-50,92,14,12.00,21.6,533,0.0555,-0.3500,3.4558,25.001767 -149.998583,67.9,198,82.5,1.22,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:43.000,-48,-50,92,14,11.96,20.9,538,0.0627,-0.3500,3.3510,25.001631 -149.998543,67.0,192,83.6,1.16,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:44.000,-49,-50,93,14,11.92,20.2,544,0.0694,-0.3500,3.2463,25.001491 -149.998519,66.0,186,84.7,1.07,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:45.000,-49,-51,93,14,11.90,19.6,550,0.0754,-0.3500,3.1416,25.001350 -149.998510,65.0,180,85.7,0.95,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:46.000,-50,-52,93,14,11.89,19.3,555,0.0805,-0.3500,3.0369,25.001209 -149.998519,64.0,174,86.5,0.82,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:47.000,-51,-53,94,14,11.91,19.2,560,0.0846,-0.3500,2.9322,25.001069 -149.998543,63.0,168,87.1,0.66,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:48.000,-51,-54,94,14,11.94,19.4,566,0.0876,-0.3500,2.8274,25.000933 -149.998583,62.1,162,87.6,0.48,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:49.000,-51,-54,95,14,11.96,19.7,571,0.0894,-0.3500,2.7227,25.000801 -149.998639,61.3,156,87.9,0.29,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:50.000,-51,-54,95,14,11.96,20.2,577,0.0900,-0.3500,2.6180,25.000675 -149.998710,60.7,150,88.0,0.10,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:51.000,-51,-53,95,14,11.94,20.7,582,0.0894,-0.3500,2.5133,25.000556 -149.998795,60.2,144,87.9,-0.10,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:52.000,-50,-52,96,14,11.91,21.1,588,0.0876,-0.3500,2.4086,25.000447 -149.998893,60.0,138,87.6,-0.29,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:53.000,-49,-51,96,14,11.87,21.4,594,0.0846,-0.3500,2.3038,25.000347 -149.999003,60.0,132,87.1,-0.48,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:54.000,-48,-50,97,14,11.84,21.5,600,0.0805,-0.3500,2.1991,25.000258 -149.999124,60.2,126,86.5,-0.66,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:55.000,-47,-48,97,14,11.83,21.5,606,0.0754,-0.3500,2.0944,25.000181 -149.999255,60.7,120,85.7,-0.82,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:56.000,-46,-47,98,14,11.85,21.3,612,0.0694,-0.3500,1.9897,25.000117 -149.999394,61.3,114,84.7,-0.95,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:57.000,-44,-46,98,14,11.88,20.9,618,0.0627,-0.3500,1.8850,25.000066 -149.999540,62.1,108,83.6,-1.07,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:58.000,-43,-46,99,14,11.90,20.5,624,0.0555,-0.3500,1.7802,25.000030 -149.999690,63.0,102,82.5,-1.16,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:24:59.000,-43,-46,99,14,11.91,20.1,629,0.0478,-0.3500,1.6755,25.000007 -149.999844,64.0,96,81.3,-1.22,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:00.000,-42,-46,100,14,11.89,19.8,635,0.0400,-0.3500,1.5708,25.000000 -150.000000,65.0,90,80.0,-1.25,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:01.000,-42,-47,99,14,11.85,19.8,640,0.0322,-0.3500,1.4661,25.000007 -150.000156,66.0,84,78.7,-1.25,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:02.000,-43,-49,99,14,11.81,19.9,646,0.0245,-0.3500,1.3614,25.000030 -150.000310,67.0,78,77.5,-1.22,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:03.000,-44,-50,98,14,11.78,20.3,651,0.0173,-0.3500,1.2566,25.000066 -150.000460,67.9,72,76.4,-1.16,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:04.000,-45,-52,98,14,11.78,20.8,657,0.0106,-0.3500,1.1519,25.000117 -150.000606,68.7,66,75.3,-1.07,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:05.000,-46,-52,97,14,11.80,21.5,663,0.0046,-0.3500,1.0472,25.000181 -150.000745,69.3,60,74.3,-0.95,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:06.000,-47,-53,97,14,11.82,22.2,669,-0.0005,-0.3500,0.9425,25.000258 -150.000876,69.8,54,73.5,-0.82,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:07.000,-48,-53,96,14,11.85,22.8,676,-0.0046,-0.3500,0.8378,25.000347 -150.000997,70.0,48,72.9,-0.66,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:08.000,-49,-52,96,14,11.85,23.2,682,-0.0076,-0.3500,0.7330,25.000447 -150.001107,70.0,42,72.4,-0.48,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:09.000,-50,-51,95,14,11.83,23.4,689,-0.0094,-0.3500,0.6283,25.000556 -150.001205,69.8,36,72.1,-0.29,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:10.000,-51,-51,95,14,11.79,23.3,695,-0.0100,-0.3500,0.5236,25.000675 -150.001290,69.3,30,72.0,-0.10,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:11.000,-51,-50,95,14,11.75,23.0,701,-0.0094,-0.3500,0.4189,25.000801 -150.001361,68.7,24,72.1,0.10,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:12.000,-51,-49,94,14,11.73,22.4,708,-0.0076,-0.3500,0.3142,25.000933 -150.001417,67.9,18,72.4,0.29,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:13.000,-51,-49,94,14,11.72,21.7,714,-0.0046,-0.3500,0.2094,25.001069 -150.001457,67.0,12,72.9,0.48,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:14.000,-51,-49,93,14,11.74,20.9,719,-0.0005,-0.3500,0.1047,25.001209 -150.001481,66.0,6,73.5,0.66,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:15.000,-50,-50,93,14,11.77,20.2,725,0.0046,-0.3500,0.0000,25.001350 -150.001490,65.0,0,74.3,0.82,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:16.000,-50,-51,93,14,11.79,19.5,730,0.0106,-0.3500,-0.1047,25.001491 -150.001481,64.0,-6,75.3,0.95,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:17.000,-49,-52,92,14,11.79,19.1,736,0.0173,-0.3500,-0.2094,25.001631 -150.001457,63.0,-12,76.4,1.07,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:18.000,-48,-54,92,14,11.77,18.9,741,0.0245,-0.3500,-0.3142,25.001767 -150.001417,62.1,-18,77.5,1.16,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:19.000,-48,-55,92,14,11.74,19.0,746,0.0322,-0.3500,-0.4189,25.001899 -150.001361,61.3,-24,78.7,1.22,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:20.000,-47,-56,91,14,11.70,19.4,752,0.0400,-0.3500,-0.5236,25.002025 -150.001290,60.7,-30,80.0,1.25,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:21.000,-47,-56,91,14,11.67,19.8,757,0.0478,-0.3500,-0.6283,25.002144 -150.001205,60.2,-36,81.3,1.25,CRUZ,12,7.8,0,0,0,0
2024-09-15,14:25:22.000,-48,-56,91,14,11.67,20.4,763,0.0555,-0.3500,-0.7330,25.002253 -150.001107,60.0,-42,82.5,1.22,CRUZ,12,7.8,0,0,0,0
